"Word","Written","ListIdentifier","DantzigAuditory","DantzigGustatory","DantzigOlfactory","DantzigVisual","DantzigHaptic","DantzigDominantModality","LynottNounVisualStrengthMean","LynottNounHapticStrengthMean","LynottNounAuditoryStrengthMean","LynottNounOlfactoryStrengthMean","LynottNounGustatoryStrengthMean","LynottNounDominantModality","Auditory_mean","Gustatory_mean","Haptic_mean","Olfactory_mean","Visual_mean","DominantModalityNoun","Valence","AbsValence","AOA","Conc","POS","WordFreq","OriginalPOS","ContentPOS"
"entrance",0.461538461538462,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.176470588,1.882352941,0.647058824,4.352941176,"Visual",6.05,0.986153072224218,6.84,4.23,"Noun",2.9036,NA,"Noun"
"equipment",0.785714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529411765,0.411764706,3.352941176,0.882352941,4.235294118,"Visual",5.62,0.556153072224219,7.5,4.83,"Noun",3.1136,NA,"Noun"
"esquire",0.615384615384615,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,0.606153072224219,12.93,2.85,"Noun",1.7076,NA,"Noun"
"essence",0.846153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,1.68615307222422,11.9,1.66,"Noun",2.4594,NA,"Noun"
"estate",-1.25,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529411765,0.058823529,1.176470588,0.882352941,4.176470588,"Visual",5.65,0.586153072224219,10.84,4.11,"Noun",3.0322,NA,"Noun"
"estimate",0.153846153846154,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.588235294,0.823529412,1.588235294,0.705882353,2.705882353,"Visual",5.95,0.886153072224219,8.78,2.65,"Noun",2.3874,NA,"Noun"
"exchange",0.416666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.882352941,0.529411765,1.764705882,0.647058824,3.176470588,"Visual",5.9,0.836153072224219,8.35,2.74,"Noun",3.0137,NA,"Noun"
"excite",2.07692307692308,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79,2.72615307222422,6.61,1.97,"Verb",2.0414,NA,"Verb"
"excitement",1.46153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.529411765,1.176470588,2.176470588,1.294117647,3.941176471,"Visual",7.62,2.55615307222422,7.2,2.48,"Noun",2.7987,NA,"Noun"
"expand",1.21428571428571,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,0.286153072224218,8.42,3.36,"Verb",2.2529,NA,"Verb"
"expansion",2.58333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.705882353,0.470588235,2.8125,0.411764706,3.941176471,"Visual",6.4,1.33615307222422,11.14,3,"Noun",1.9494,NA,"Noun"
"expect",-0.75,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,0.886153072224219,8.7,1.89,"Verb",3.7243,NA,"Verb"
"extra",-1.15384615384615,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39,1.32615307222422,6.11,2.46,"Adjective",3.4797,NA,"Adjective"
"extreme",1.06666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.235294118,1.588235294,1.941176471,1.823529412,3.411764706,"Visual",5.65,0.586153072224219,9.47,1.96,"Adjective",2.7474,NA,"Adjective"
"fact",1.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.352941176,0.647058824,1.176470588,1.058823529,3.352941176,"Auditory",6.23,1.16615307222422,6.47,2.72,"Noun",3.9446,NA,"Noun"
"factor",0.230769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3125,0.375,0.3125,0.0625,1.875,"Visual",4.9,0.163846927775781,9.72,2.79,"Noun",2.5694,NA,"Noun"
"factory",0,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.176470588,0.588235294,1.470588235,3.058823529,4.588235294,"Visual",4.95,0.113846927775781,6.89,4.76,"Noun",2.9335,NA,"Noun"
"fail",1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,2.73384692777578,6,3,"Verb",3.0986,NA,"Verb"
"failure",1.07142857142857,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.411764706,0.941176471,1.294117647,0.705882353,3.470588235,"Visual",2.15,2.91384692777578,8,2.08,"Noun",3.0095,NA,"Noun"
"faint",0.384615384615385,"list2",1.36,0.805,2.435,2.335,0.995,"Olfactory",NA,NA,NA,NA,NA,NA,1.058823529,0.411764706,2.058823529,0.294117647,3,"Visual",4,1.06384692777578,7.53,3.74,"Adjective",2.6758,NA,"Adjective"
"fair",-0.923076923076923,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5625,0.0625,1.058823529,0.25,2.875,"Visual",7.14,2.07615307222422,5.67,2.39,"Adjective",3.6842,NA,"Adjective"
"fake",-0.769230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,2.44384692777578,5.83,1.97,"Adjective",3.2681,NA,"Adjective"
"falling",0.615384615384615,"list2",2.55,0.66,1.385,4.705,2.335,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,"Verb",3.2643,NA,"Verb"
"fantastic",0.785714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.36,3.29615307222422,7.21,1.78,"Adjective",3.3075,NA,"Adjective"
"far",-0.642857142857143,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,2.71,"Adverb",4.0515,NA,"Adverb"
"fat",-0.230769230769231,"list2",0.475,1.915,1.27,4.725,3.705,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74,2.32384692777578,5.15,4.52,"Adjective",3.6077,NA,"Adjective"
"father",2,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88,1.81615307222422,4.11,4.52,"Noun",4.4515,NA,"Noun"
"fatty",1.14285714285714,"list2",0.205,3.61,1.61,3.495,2.53,"Gustatory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,2.68384692777578,6.37,3.9,"Noun",2.4166,NA,"Noun"
"favor",0.153846153846154,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,1.60615307222422,6.94,2.07,"Noun",3.5575,NA,"Noun"
"fear",0.833333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.176470588,0.705882353,1.882352941,0.823529412,3.470588235,"Visual",2.93,2.13384692777578,4.79,2.57,"Noun",3.547,NA,"Noun"
"feat",-1.14285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.936153072224219,11.26,2.44,"Noun",1.8976,NA,"Noun"
"feather",1.15384615384615,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1.23615307222422,4.67,4.9,"Noun",2.5302,NA,"Noun"
"feel",1.25,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.235294118,1.125,4.764705882,0.764705882,1.941176471,"Haptic",6.27,1.20615307222422,5.11,2.28,"Verb",4.505,NA,"Verb"
"fell",1.71428571428571,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.529411765,0,3.117647059,0.235294118,3.705882353,"Visual",NA,NA,3.28,3.55,"Verb",3.571,NA,"Verb"
"felt",0.928571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705882353,0.25,4.235294118,0.470588235,2.823529412,"Haptic",NA,NA,6.1,3.04,"Verb",3.7862,NA,"Verb"
"fence",0.25,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0,3.764705882,0.125,4.705882353,"Visual",5.05,0.0138469277757816,6.28,4.82,"Noun",2.9138,NA,"Noun"
"fetid",0.111111111111111,"list2",0.33,0.45,3.53,3.19,1.905,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,"Adjective",0.9031,NA,"Adjective"
"fever",0.0714285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,2.14384692777578,5.84,3.27,"Noun",3.0077,NA,"Noun"
"feverish",0.692307692307692,"list2",0.045,0.01,0.045,3.105,2.815,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,1.97384692777578,8.94,2.57,"Adjective",1.5315,NA,"Adjective"
"few",2.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2.48,"Determiner",4.1874,NA,NA
"fight",0.363636363636364,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54,1.52384692777578,5.47,4.2,"Verb",4.011,NA,"Verb"
"file",-0.0714285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764705882,0.117647059,2.411764706,0.235294118,4.058823529,"Visual",5.44,0.376153072224219,8.21,4.41,"Noun",3.3516,NA,"Noun"
"filth",1.66666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,2.44384692777578,7.45,4.14,"Noun",2.3655,NA,"Noun"
"filthy",2.23076923076923,"list2",0.11,0.56,3.85,4.53,3.76,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,1.64384692777578,7.17,3.53,"Adjective",2.9238,NA,"Adjective"
"finance",1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,0.235294118,1.176470588,0.176470588,2.941176471,"Visual",4.81,0.253846927775782,12.52,3.36,"Noun",2.4378,NA,"Noun"
"fingernail",-0.153846153846154,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,0.506153072224219,4,4.93,"Noun",1.8388,NA,"Noun"
"fire",1.46153846153846,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,0.743846927775781,3.25,4.68,"Noun",4.041,NA,"Noun"
"firm",-0.0666666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,0.941176471,4.058823529,0.117647059,3.117647059,"Haptic",5.36,0.296153072224219,11.17,3.54,"Noun",3.2553,NA,"Noun"
"fish",0.0714285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42,1.35615307222422,4.05,5,"Noun",3.6293,NA,"Noun"
"fishy",1.92857142857143,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,0.863846927775781,6.72,2.96,"Adjective",2.1584,NA,"Adjective"
"five",0.769230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0.336153072224219,4.51,3.87,"Number",4.1631,NA,NA
"flake",1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,0.483846927775781,5.95,4.36,"Noun",1.9542,NA,"Noun"
"flaky",2.83333333333333,"list2",0.965,2.65,0.525,4.345,4.04,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,1.48384692777578,9.63,2.93,"Adjective",1.6628,NA,"Adjective"
"flap",2.76923076923077,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74,0.676153072224219,7.21,4.14,"Noun",2.1335,NA,"Noun"
"flat",2.30769230769231,"list2",0.91,2.585,0.51,3.585,2.65,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43,0.633846927775782,5.68,4.07,"Noun",3.1265,NA,"Noun"
"flavor",0.428571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,1.38615307222422,6.3,3.55,"Noun",2.4082,NA,"Noun"
"flavorsome",1.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"flesh",0.916666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,0.136153072224219,8.3,4.59,"Noun",3.0515,NA,"Noun"
"fleshy",0.307692307692308,"list2",0.265,2.09,0.785,4.04,3.985,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,0.173846927775782,12.83,3.56,"Adjective",1.4771,NA,"Adjective"
"flexible",0.636363636363636,"list2",0.475,0.21,0.01,4.07,4.58,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,1.67615307222422,7.58,2.64,"Adjective",2.1367,NA,"Adjective"
"flick",2.61538461538462,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41,0.346153072224219,7.55,3.71,"Noun",2.4116,NA,"Noun"
"flicker",2.75,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,0.436153072224219,10.2,3.59,"Noun",1.5563,NA,"Noun"
"flickering",1.69230769230769,"list2",1.465,0.01,0.06,4.865,0.295,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,"Verb",1.4771,NA,"Verb"
"fling",1.81818181818182,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,0.616153072224218,8.95,3.14,"Noun",2.2577,NA,"Noun"
"flirt",1.08333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.73,1.66615307222422,8.68,3.26,"Verb",2.3032,NA,"Verb"
"float",0.545454545454545,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42,1.35615307222422,5.39,4.07,"Verb",2.5821,NA,"Verb"
"flop",3.14285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,1.11384692777578,6.68,3.93,"Noun",2.0755,NA,"Noun"
"floppy",2.41666666666667,"list2",0.86,1.32,0.365,4.48,3.62,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,0.453846927775781,6.68,3.81,"Adjective",1.7709,NA,"Adjective"
"floral",1.25,"list2",0.15,0.49,2.44,2.965,0.55,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,2.35615307222422,8.84,3.75,"Adjective",1.5798,NA,"Adjective"
"flow",1.84615384615385,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,0.616153072224218,7.4,3.72,"Noun",2.8463,NA,"Noun"
"flowery",1.53846153846154,"list2",0.075,0.48,3.05,2.67,1.3,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,2.40615307222422,8.06,2.68,"Adjective",1.5441,NA,"Adjective"
"fluff",3.21428571428571,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18,1.11615307222422,4.85,3.8,"Noun",1.8633,NA,"Noun"
"fluffy",3.5,"list2",0.44,2.22,0.325,4.405,4.455,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11,2.04615307222422,5.95,3.86,"Adjective",2.2695,NA,"Adjective"
"fly",1.92307692307692,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06,0.996153072224218,3.05,4.64,"Verb",3.6371,NA,"Verb"
"foam",1.61538461538462,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,0.186153072224219,6.15,4.85,"Noun",2.2553,NA,"Noun"
"foamy",2,"list2",1.14,0.68,1.36,4.725,3.945,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.37,3.97,"Noun",1.1761,NA,"Noun"
"fog",0.857142857142857,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176470588,0.117647059,1.117647059,0.823529412,4.764705882,"Visual",5.77,0.706153072224218,6.21,4.66,"Noun",2.6839,NA,"Noun"
"foggy",1.57142857142857,"list2",0.41,0.25,0.73,4.81,1.93,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,0.413846927775781,7.11,3.8,"Adjective",1.8261,NA,"Adjective"
"follow",0.142857142857143,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,0.243846927775781,5.11,3.26,"Verb",3.7982,NA,"Verb"
"fool",0,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,1.50384692777578,7.56,3.19,"Noun",3.6587,NA,"Noun"
"foot",-0.4,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.294117647,0.058823529,3.941176471,2.823529412,4.411764706,"Visual",4.68,0.383846927775782,3.44,4.9,"Noun",3.5201,NA,"Noun"
"forest",0.461538461538462,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,1.61615307222422,6.28,4.76,"Noun",2.9841,NA,"Noun"
"forked",0.857142857142857,"list2",0.93,0.43,0.12,4.29,1.73,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,"Adjective",1.1761,NA,"Adjective"
"form",0.615384615384615,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882352941,0.411764706,2,0.470588235,3.235294118,"Visual",5.64,0.576153072224218,7.58,3.13,"Noun",3.3387,NA,"Noun"
"formation",0.230769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882352941,0.470588235,1.588235294,0.352941176,3.764705882,"Visual",5.58,0.516153072224219,9.67,3.23,"Noun",2.3096,NA,"Noun"
"fortune",0.428571428571429,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.235294118,0.117647059,1,0.176470588,2.882352941,"Visual",7.24,2.17615307222422,9.05,2.9,"Noun",3.1816,NA,"Noun"
"four",-0.307692307692308,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,0.196153072224218,4.93,3.37,"Number",4.1155,NA,NA
"fragrant",0.384615384615385,"list2",0.105,1.625,4.71,1.205,0.445,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,1.98615307222422,9.58,3.35,"Adjective",1.5682,NA,"Adjective"
"freak",1.35714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,1.33384692777578,8.02,2.93,"Noun",3.273,NA,"Noun"
"free",0.769230769230769,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,3.18615307222422,5.21,2.04,"Adjective",3.9569,NA,"Adjective"
"freeze",1.06666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64,0.423846927775782,4.89,3.96,"Verb",3.2151,NA,"Verb"
"freezing",1.35714285714286,"list2",1.125,0.92,0.41,3.565,4.37,"Haptic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,1.73384692777578,6.05,4.04,"Adjective",2.8331,NA,"Adjective"
"fresh",1.69230769230769,"list2",1.24,2.295,4.38,1.89,1.835,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,1.60615307222422,6.22,1.97,"Adjective",3.4442,NA,"Adjective"
"frost",0.615384615384615,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,4.56,"Name",2.3909,NA,NA
"frosty",1.30769230769231,"list2",0.955,0.305,1.055,4.265,3.795,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,1.08615307222422,6.33,3.9,"Adjective",2.0864,NA,"Adjective"
"fruit",1,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.93615307222422,3.63,4.81,"Noun",3.0449,NA,"Noun"
"fruity",0.769230769230769,"list2",0.24,3.165,4.19,1.89,0.45,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,1.64615307222422,6.8,2.69,"Adjective",1.8261,NA,"Adjective"
"fun",0.833333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37,3.30615307222422,3.67,1.97,"Noun",4.0796,NA,"Noun"
"function",-0.571428571428571,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.705882353,1.529411765,0.705882353,3.117647059,"Visual",5.55,0.486153072224218,9.1,1.92,"Noun",2.7528,NA,"Noun"
"fuss",-0.230769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,1.74384692777578,5.5,2.43,"Noun",2.5623,NA,"Noun"
"future",1.07142857142857,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,1.61615307222422,7.16,1.86,"Noun",3.7226,NA,"Noun"
"fuzzy",3.07142857142857,"list2",0.23,0.025,0.05,4.67,2.345,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,1.46615307222422,5.05,3.96,"Adjective",2.4742,NA,"Adjective"
"gallant",-0.538461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38,1.31615307222422,10.28,1.92,"Adjective",2.2253,NA,"Adjective"
"gamy",0.25,"list2",0.515,2.8,1.315,2.16,1.09,"Gustatory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.55,NA,"Noun",1.0414,NA,"Noun"
"gander",-0.916666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,0.486153072224218,11.31,3.38,"Noun",1.7482,NA,"Noun"
"garlic",0.230769230769231,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,0.606153072224219,6.89,4.89,"Noun",2.4871,NA,"Noun"
"garlicky",1.84615384615385,"list2",0.115,3.475,4.59,1.16,0.34,"Olfactory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,3.19,"Adjective",0.4771,NA,"Adjective"
"gesture",-0.333333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823529412,0.058823529,1.941176471,0.117647059,4.529411765,"Visual",5.75,0.686153072224219,11.74,3,"Noun",2.5798,NA,"Noun"
"ghost",0.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,0.833846927775781,5.06,3.19,"Noun",3.2711,NA,"Noun"
"giant",0.538461538461538,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.294117647,0,2.411764706,0.647058824,4.117647059,"Visual",5.41,0.346153072224219,4.72,4.3,"Adjective",3.1402,NA,"Adjective"
"gift",0.785714285714286,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,2.20615307222422,5.05,4.56,"Noun",3.5173,NA,"Noun"
"gigantic",2.38461538461538,"list2",2.495,0.17,0.87,4.955,2.68,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,0.286153072224218,6.64,2.57,"Adjective",2.281,NA,"Adjective"
"giggle",3,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95,2.88615307222422,5.48,3.72,"Verb",1.9445,NA,"Verb"
"giggling",2.42857142857143,"list2",4.81,0.125,0.21,4.54,0.9,"Auditory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,"Verb",2.3222,NA,"Verb"
"glamor",1.5,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noun",0.7782,NA,"Noun"
"glamorous",1.33333333333333,"list2",2.19,0.55,0.69,4.825,2.01,"Visual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58,1.51615307222422,9.21,2.52,"Adjective",2.1818,NA,"Adjective"
"glare",1.08333333333333,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.36384692777578,9.33,3.83,"Noun",1.9191,NA,"Noun"
"gleam",1.4375,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,0.886153072224219,11.62,3.28,"Noun",1.7076,NA,"Noun"
"gleaming",1.16666666666667,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,1.15615307222422,8.79,2.52,"Adjective",1.5682,NA,"Adjective"
"glint",1.14285714285714,"list2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.46,NA,"Noun",1.2304,NA,"Noun"
